timestamp,open,high,low,close,volume
1764180240000,89886.44,89904.0,89774.66,89789.99,55.7732
1764180300000,89789.99,89952.01,89789.99,89921.4,35.72819
1764180360000,89921.39,89972.01,89882.0,89966.48,21.61662
1764180420000,89966.48,90031.41,89954.58,90008.01,134.90908
1764180480000,90008.01,90111.71,90008.0,90085.69,78.23444
1764180540000,90085.68,90089.27,89676.0,89779.35,140.47445
1764180600000,89779.34,89948.0,89744.86,89947.99,39.56839
1764180660000,89948.0,90030.0,89948.0,89984.1,30.148
1764180720000,89984.1,90050.0,89978.89,90039.98,32.97108
1764180780000,90039.99,90050.0,89976.86,90027.68,24.57689
1764180840000,90027.69,90073.97,90027.69,90050.57,16.61952
1764180900000,90050.56,90255.83,90050.56,90231.02,98.65925
1764180960000,90231.02,90318.73,90192.24,90318.73,34.84591
1764181020000,90318.74,90354.0,90258.6,90322.42,48.32196
1764181080000,90322.42,90322.43,90242.75,90246.55,27.19143
1764181140000,90246.55,90279.52,90166.31,90242.0,39.62842
1764181200000,90242.0,90242.0,90070.82,90115.2,40.32804
1764181260000,90115.2,90171.54,90115.2,90157.34,13.40691
1764181320000,90157.33,90259.76,90157.33,90259.75,17.91277
1764181380000,90259.75,90270.0,90104.86,90106.02,27.37136
1764181440000,90106.02,90245.98,90101.0,90223.27,19.9961
1764181500000,90223.27,90248.97,90182.69,90246.8,23.45244
1764181560000,90246.81,90360.0,90246.8,90321.98,44.01468
1764181620000,90321.98,90418.39,90321.98,90410.03,38.45112
1764181680000,90410.03,90410.03,90280.98,90299.52,35.47745
1764181740000,90299.51,90349.26,90277.76,90349.26,21.43054
1764181800000,90349.26,90369.71,90285.68,90313.47,39.16788
1764181860000,90313.47,90313.47,90240.56,90262.2,13.5463
1764181920000,90262.2,90263.94,90060.0,90060.01,58.18898
1764181980000,90060.0,90081.02,90009.71,90043.04,58.8575
1764182040000,90043.03,90043.03,89927.12,89949.02,38.65098
1764182100000,89949.01,90009.03,89949.01,89999.99,27.07207
1764182160000,90000.0,90039.27,89980.0,89980.01,30.86975
1764182220000,89980.01,89986.06,89826.29,89833.14,29.15804
1764182280000,89833.14,89842.48,89788.78,89828.38,32.77489
1764182340000,89828.38,89845.0,89789.65,89837.01,23.68235
1764182400000,89837.01,90011.23,89829.54,90011.17,61.84864
1764182460000,90011.16,90022.43,89942.62,90000.28,36.20476
1764182520000,90000.28,90031.03,89959.59,89959.6,20.89853
1764182580000,89959.59,89959.6,89830.82,89830.83,103.76688
1764182640000,89830.82,89830.83,89709.68,89729.98,25.44378
1764182700000,89729.69,89802.4,89719.63,89768.49,19.57279
1764182760000,89768.48,89891.99,89765.59,89881.99,30.95064
1764182820000,89882.0,89910.01,89860.38,89894.78,23.27676
1764182880000,89894.78,90022.0,89894.78,90022.0,15.92643
1764182940000,90022.42,90045.02,90003.9,90040.7,15.58306
1764183000000,90040.71,90069.5,90002.37,90065.37,10.89531
1764183060000,90065.36,90089.99,90055.06,90085.45,7.67085
1764183120000,90085.45,90085.75,90015.65,90038.31,13.49283
1764183180000,90038.31,90057.99,89974.57,90051.79,9.41688
1764183240000,90051.78,90072.99,90014.99,90035.07,5.69865
1764183300000,90035.06,90040.54,90023.36,90025.86,6.90905
1764183360000,90025.86,90059.99,89978.32,90059.99,8.73648
1764183420000,90059.99,90125.58,90054.32,90125.57,21.59599
1764183480000,90125.57,90168.96,90113.99,90146.93,18.54904
1764183540000,90146.93,90159.65,90128.18,90145.69,15.10626
1764183600000,90145.69,90145.69,90093.41,90103.73,21.03185
1764183660000,90103.73,90197.83,90103.73,90157.3,15.85819
1764183720000,90157.31,90197.7,90131.25,90154.99,15.00985
1764183780000,90154.99,90173.5,90057.01,90077.6,15.64598
1764183840000,90077.6,90098.82,89935.13,89935.14,13.54546
1764183900000,89935.13,89973.99,89926.1,89964.8,15.08469
1764183960000,89964.81,89972.0,89936.52,89952.03,12.26664
1764184020000,89952.02,89998.18,89946.0,89969.06,7.34686
1764184080000,89969.06,89981.5,89890.99,89892.05,13.65125
1764184140000,89892.05,89965.93,89875.06,89965.92,15.39755
1764184200000,89965.93,90057.89,89965.92,90051.98,8.60759
1764184260000,90051.98,90051.98,89920.03,89952.19,79.25062
1764184320000,89952.19,89968.7,89778.96,89781.13,171.60297
1764184380000,89781.13,89821.15,89745.32,89796.47,31.49271
1764184440000,89796.47,89876.47,89783.97,89822.0,106.02225
1764184500000,89822.0,89899.94,89822.0,89899.94,19.9693
1764184560000,89899.94,89899.94,89744.55,89831.47,36.93797
1764184620000,89831.48,89914.0,89822.23,89894.67,31.8633
1764184680000,89894.66,89962.4,89865.15,89962.4,26.0275
1764184740000,89962.4,89997.85,89943.93,89975.9,16.68877
1764184800000,89975.9,89999.99,89954.39,89984.27,28.48235
1764184860000,89984.26,89993.8,89950.6,89970.7,14.39812
1764184920000,89970.71,90017.96,89965.7,89988.27,28.9495
1764184980000,89988.28,90000.0,89782.71,89831.0,165.69701
1764185040000,89830.99,89849.99,89740.0,89754.78,32.19346
1764185100000,89754.77,89850.0,89740.0,89821.98,18.68226
1764185160000,89821.97,89836.0,89792.17,89831.75,19.12884
1764185220000,89831.75,89831.75,89716.3,89744.0,53.35828
1764185280000,89744.01,89829.12,89732.78,89829.12,38.6956
1764185340000,89829.12,89838.86,89790.4,89790.41,21.20986
1764185400000,89790.41,89891.29,89790.41,89840.0,71.32288
1764185460000,89840.0,89858.0,89809.88,89821.68,56.82306
1764185520000,89821.68,89876.44,89744.57,89818.82,59.79322
1764185580000,89818.82,89875.74,89818.81,89875.74,18.43923
1764185640000,89875.73,89907.05,89867.71,89907.05,19.44851
1764185700000,89907.04,89907.04,89735.83,89830.68,45.07832
1764185760000,89830.67,89863.38,89784.21,89822.12,22.86125
1764185820000,89822.12,89822.12,89768.7,89784.0,12.61811
1764185880000,89783.99,89857.16,89783.99,89854.68,8.29737
1764185940000,89854.69,89887.98,89852.85,89874.82,12.43501
1764186000000,89874.82,89945.79,89808.98,89945.79,21.49163
1764186060000,89945.78,90036.0,89945.78,89977.53,42.70508
1764186120000,89977.54,89977.54,89932.26,89932.27,10.77337
1764186180000,89932.27,89932.27,89886.17,89886.17,13.92394
1764186240000,89886.17,89901.87,89860.05,89874.78,6.50845
1764186300000,89874.79,89874.79,89821.16,89865.42,6.58369
1764186360000,89865.41,89896.6,89865.02,89891.99,3.99404
1764186420000,89892.0,89893.0,89825.45,89892.99,6.88974
1764186480000,89892.99,89892.99,89822.88,89822.89,13.39755
1764186540000,89822.88,89829.19,89802.58,89812.18,6.98482
1764186600000,89812.18,89937.25,89801.16,89937.25,13.41433
1764186660000,89937.26,90037.71,89937.26,90013.8,14.85677
1764186720000,90013.81,90013.81,89962.46,89974.17,9.79428
1764186780000,89974.17,90004.82,89950.29,89968.41,7.79808
1764186840000,89968.4,89996.61,89949.6,89996.28,10.34912
1764186900000,89996.28,90047.89,89987.96,90047.88,17.76179
1764186960000,90047.88,90056.15,89990.0,89990.0,7.56659
1764187020000,89990.01,90005.99,89930.23,89963.54,8.78318
1764187080000,89963.55,90006.82,89963.54,89999.25,9.9453
1764187140000,89999.24,89999.25,89942.82,89957.36,8.74289
1764187200000,89957.37,89957.37,89862.13,89862.14,10.94443
1764187260000,89862.13,89964.7,89852.28,89910.66,22.06766
1764187320000,89910.67,89950.94,89893.18,89937.05,11.22686
1764187380000,89937.05,89941.1,89829.75,89838.45,7.29577
1764187440000,89838.45,89849.21,89784.15,89784.15,28.98493
1764187500000,89784.15,89784.15,89666.95,89674.92,24.85426
1764187560000,89674.75,89680.76,89512.47,89523.19,42.03455
1764187620000,89523.19,89565.66,89508.85,89548.65,12.24674
1764187680000,89548.66,89600.0,89537.34,89579.99,18.60566
1764187740000,89579.99,89630.68,89565.74,89620.28,13.17641
1764187800000,89620.27,89797.77,89620.27,89791.94,18.11203
1764187860000,89791.94,89859.97,89765.4,89821.47,18.69454
1764187920000,89821.47,89941.1,89821.47,89940.63,9.48881
1764187980000,89940.63,89978.35,89926.0,89967.11,11.42501
1764188040000,89967.12,90000.0,89946.0,89976.84,10.0703
1764188100000,89976.84,89999.95,89947.71,89953.85,10.14983
1764188160000,89953.84,89953.84,89930.23,89944.73,10.31997
1764188220000,89944.74,90035.38,89944.73,89969.78,18.01644
1764188280000,89969.56,89969.56,89870.84,89926.13,26.05686
1764188340000,89926.14,89946.0,89826.62,89827.0,65.61709
1764188400000,89827.0,89846.0,89800.95,89810.0,58.41805
1764188460000,89810.0,89933.83,89809.99,89930.0,22.13929
1764188520000,89929.99,89950.0,89918.72,89941.01,5.91916
1764188580000,89941.0,89989.05,89911.14,89956.31,51.13413
1764188640000,89956.32,90016.0,89935.18,90016.0,41.29461
1764188700000,90016.0,90106.38,90016.0,90106.37,92.37794
1764188760000,90106.37,90114.67,90024.68,90052.5,44.57907
1764188820000,90052.5,90100.66,89981.43,89981.44,37.49451
1764188880000,89981.43,89992.0,89939.97,89957.97,146.7741
1764188940000,89957.98,90005.77,89953.81,90000.35,13.27868
1764189000000,90000.36,90045.16,89962.64,90045.15,49.27418
1764189060000,90045.15,90065.84,90026.01,90059.01,197.174
1764189120000,90059.0,90068.02,90041.0,90051.0,22.32021
1764189180000,90051.01,90051.01,89916.02,89928.0,29.22541
1764189240000,89927.99,89928.0,89856.94,89864.67,133.84711
1764189300000,89864.67,89911.63,89838.21,89887.5,45.25634
1764189360000,89887.5,89925.27,89871.19,89925.26,18.2421
1764189420000,89925.26,89959.69,89925.26,89953.63,8.52806
1764189480000,89953.63,89953.64,89912.51,89914.71,10.46466
1764189540000,89914.72,89974.0,89906.47,89906.48,8.01887
1764189600000,89906.47,89906.47,89878.31,89892.87,6.64675
1764189660000,89892.88,89905.27,89838.42,89880.94,29.09367
1764189720000,89880.94,89918.0,89816.5,89856.03,20.71598
1764189780000,89856.03,89856.03,89737.54,89737.54,18.29825
1764189840000,89737.54,89737.55,89678.06,89678.06,11.21029
1764189900000,89678.07,89753.97,89664.0,89753.96,9.27451
1764189960000,89753.96,89753.97,89724.82,89738.4,6.56376
1764190020000,89738.4,89738.41,89644.77,89693.86,8.03589
1764190080000,89693.85,89748.65,89691.76,89723.99,6.64693
1764190140000,89723.99,89725.94,89658.73,89697.55,8.71388
1764190200000,89697.55,89783.1,89666.29,89768.23,9.06473
1764190260000,89768.22,89810.94,89768.22,89805.01,7.11902
1764190320000,89805.0,89873.42,89805.0,89826.12,7.62364
1764190380000,89826.13,89912.18,89826.13,89912.17,7.91916
1764190440000,89912.17,89932.99,89890.87,89902.99,8.97235
1764190500000,89902.99,89922.04,89880.72,89910.19,15.38212
1764190560000,89910.19,89917.18,89889.43,89908.18,7.04203
1764190620000,89908.19,89944.85,89900.76,89904.01,7.25866
1764190680000,89904.0,89944.31,89904.0,89919.0,8.24129
1764190740000,89918.99,89934.59,89854.27,89866.82,16.64858
1764190800000,89866.83,90010.0,89866.83,89933.84,47.73198
1764190860000,89933.85,89951.48,89916.7,89938.96,5.30338
1764190920000,89938.97,89960.0,89924.67,89959.99,5.06532
1764190980000,89960.0,90010.0,89960.0,90003.61,6.88894
1764191040000,90003.61,90022.57,89967.94,89968.0,14.47363
1764191100000,89968.0,89968.01,89878.73,89897.53,13.29198
1764191160000,89897.53,89932.68,89893.98,89909.08,5.76804
1764191220000,89909.07,89909.07,89876.6,89885.33,10.07771
1764191280000,89885.33,89940.54,89885.33,89901.27,7.4756
1764191340000,89901.28,89901.28,89834.34,89880.0,19.18612
1764191400000,89880.0,89891.47,89840.61,89857.93,4.52622
1764191460000,89857.93,89878.45,89851.99,89871.13,1.39034
1764191520000,89871.13,89883.72,89862.46,89862.46,2.60413
1764191580000,89862.47,89897.57,89862.46,89897.57,3.91894
1764191640000,89897.56,89897.57,89831.96,89831.96,1.96577
1764191700000,89831.97,89907.05,89817.96,89872.1,8.65686
1764191760000,89872.11,89937.13,89849.46,89849.46,5.65736
1764191820000,89849.45,89922.33,89843.77,89921.27,3.15835
1764191880000,89921.28,89928.13,89885.06,89885.06,2.72115
1764191940000,89885.06,89885.06,89828.68,89828.69,2.98773
1764192000000,89828.69,89952.0,89815.35,89861.41,78.38836
1764192060000,89861.41,89870.44,89834.77,89848.0,7.43174
1764192120000,89848.0,89894.14,89848.0,89894.14,4.08793
1764192180000,89896.0,89935.77,89896.0,89935.77,2.44648
1764192240000,89935.77,90018.28,89935.76,90015.66,11.75549
1764192300000,90015.66,90260.83,90015.65,90231.12,68.75993
1764192360000,90231.11,90232.03,90161.56,90232.03,25.10397
1764192420000,90233.98,90233.99,90179.32,90222.76,14.94642
1764192480000,90222.77,90281.78,90211.49,90281.77,14.88056
1764192540000,90281.78,90282.0,90245.72,90270.0,14.87169
1764192600000,90270.01,90327.9,90244.0,90244.0,17.7621
1764192660000,90244.01,90355.0,90244.0,90349.24,28.02708
1764192720000,90349.24,90491.28,90349.24,90417.7,62.87375
1764192780000,90417.7,90417.7,90287.34,90291.68,20.90801
1764192840000,90291.68,90324.97,90226.05,90233.56,27.93625
1764192900000,90233.57,90350.36,90233.57,90281.47,18.23034
1764192960000,90281.46,90281.47,90180.05,90180.05,6.10983
1764193020000,90180.05,90344.34,90146.18,90332.21,20.5133
1764193080000,90332.21,90352.01,90258.0,90282.04,22.87289
1764193140000,90282.03,90282.04,90224.12,90224.12,6.36058
1764193200000,90224.13,90280.2,90224.13,90271.16,7.16597
1764193260000,90271.17,90271.17,90232.49,90232.49,16.37337
1764193320000,90232.5,90232.5,90166.25,90201.75,4.98876
1764193380000,90201.76,90258.77,90201.76,90223.93,6.49157
1764193440000,90223.94,90254.12,90221.24,90231.64,3.09752
1764193500000,90231.64,90285.71,90231.63,90249.74,8.19616
1764193560000,90249.75,90317.04,90249.75,90305.69,9.80866
1764193620000,90305.7,90377.99,90305.7,90353.99,10.41521
1764193680000,90354.0,90364.0,90345.43,90345.44,3.93736
1764193740000,90345.44,90384.81,90345.44,90381.98,4.58535
1764193800000,90380.54,90380.54,90346.27,90346.27,3.13606
1764193860000,90346.28,90370.07,90346.27,90356.02,3.57178
1764193920000,90356.01,90376.06,90345.0,90353.1,9.26017
1764193980000,90353.1,90377.98,90353.1,90353.95,6.88947
1764194040000,90353.95,90369.68,90280.85,90292.93,7.79587
1764194100000,90292.94,90292.94,90200.34,90200.34,17.93285
1764194160000,90200.34,90225.37,90183.29,90225.36,9.17683
1764194220000,90225.36,90225.36,90190.88,90195.36,5.50235
1764194280000,90195.36,90195.36,90169.27,90179.15,4.57096
1764194340000,90179.15,90200.0,90160.62,90195.99,13.10303
1764194400000,90195.98,90217.74,90160.29,90160.3,12.16826
1764194460000,90160.3,90160.3,90147.44,90160.1,4.67496
1764194520000,90160.1,90160.1,90127.88,90127.89,5.88132
1764194580000,90127.89,90180.0,90127.88,90168.75,14.69314
1764194640000,90168.75,90193.61,90162.79,90185.29,5.15691
1764194700000,90185.3,90185.3,90131.48,90167.98,4.00328
1764194760000,90167.98,90258.23,90167.97,90258.23,14.79116
1764194820000,90258.22,90258.23,90247.01,90255.99,4.35826
1764194880000,90255.98,90309.22,90255.98,90292.23,5.09419
1764194940000,90292.22,90332.67,90292.22,90302.97,12.98388
1764195000000,90302.97,90359.05,90302.96,90359.04,8.41296
1764195060000,90359.05,90656.08,90359.04,90534.01,84.89611
1764195120000,90534.0,90548.67,90500.0,90500.01,26.83968
1764195180000,90500.01,90510.42,90344.43,90344.44,23.04537
1764195240000,90344.44,90357.09,90317.14,90324.12,8.34343
1764195300000,90324.12,90369.35,90293.61,90340.35,15.50543
1764195360000,90340.36,90380.0,90340.35,90379.99,4.55837
1764195420000,90380.0,90390.74,90333.32,90363.28,11.74952
1764195480000,90363.29,90381.64,90342.36,90377.99,5.95589
1764195540000,90377.99,90435.64,90377.99,90435.64,10.5239
1764195600000,90435.63,90514.45,90422.08,90514.44,11.74214
1764195660000,90514.45,90538.6,90514.45,90538.59,11.32046
1764195720000,90538.59,90538.6,90441.18,90441.18,14.89345
1764195780000,90441.18,90441.19,90357.44,90369.37,10.42601
1764195840000,90369.38,90374.03,90285.51,90285.52,15.59342
1764195900000,90285.51,90285.52,90214.8,90228.04,20.41329
1764195960000,90228.05,90313.52,90228.05,90313.52,10.83759
1764196020000,90313.52,90335.99,90313.51,90317.74,7.4966
1764196080000,90317.74,90387.65,90317.73,90387.64,5.31457
1764196140000,90387.64,90387.65,90327.45,90336.91,5.87496
1764196200000,90336.9,90369.73,90241.73,90246.01,15.53447
1764196260000,90246.0,90288.37,90240.65,90257.73,8.71517
1764196320000,90257.74,90278.0,90257.73,90277.98,4.43867
1764196380000,90277.98,90350.01,90277.97,90350.0,15.44744
1764196440000,90350.01,90350.01,90278.0,90278.0,7.34951
1764196500000,90278.01,90290.0,90247.28,90278.0,11.33434
1764196560000,90277.99,90278.0,90210.29,90210.29,5.10473
1764196620000,90210.3,90269.71,90201.55,90269.71,15.32507
1764196680000,90269.7,90269.7,90218.08,90225.99,5.15973
1764196740000,90225.99,90307.21,90225.99,90281.41,57.86236
1764196800000,90281.4,90311.99,90240.82,90311.98,6.78676
1764196860000,90311.98,90311.99,90232.53,90241.84,16.16495
1764196920000,90241.85,90264.95,90241.84,90264.94,2.85174
1764196980000,90264.95,90285.3,90255.0,90255.01,5.87153
1764197040000,90255.01,90255.01,90241.84,90241.84,3.38542
1764197100000,90241.85,90241.85,90218.08,90218.09,2.75211
1764197160000,90218.09,90278.79,90212.5,90278.78,11.3732
1764197220000,90278.78,90278.79,90254.13,90254.13,7.88383
1764197280000,90254.14,90280.19,90254.13,90271.65,4.28908
1764197340000,90271.65,90317.15,90271.65,90305.41,8.90072
1764197400000,90305.41,90305.41,90271.65,90271.66,1.97519
1764197460000,90271.66,90271.66,90267.13,90269.94,4.73127
1764197520000,90269.94,90270.66,90269.93,90270.66,1.41134
1764197580000,90270.66,90270.66,90270.0,90270.0,4.37108
1764197640000,90270.01,90270.01,90262.41,90262.42,0.93847
1764197700000,90262.42,90265.35,90262.41,90262.42,10.72013
1764197760000,90262.41,90262.42,90262.41,90262.42,1.03979
1764197820000,90262.42,90343.51,90262.42,90337.0,15.30599
1764197880000,90337.01,90461.53,90337.01,90461.53,13.89862
1764197940000,90461.53,90461.53,90347.42,90386.57,17.55275
1764198000000,90386.56,90428.41,90343.88,90428.41,9.01437
1764198060000,90428.41,90450.61,90412.88,90418.01,3.28746
1764198120000,90418.0,90453.25,90418.0,90418.88,8.4916
1764198180000,90418.88,90418.88,90341.04,90355.99,23.38448
1764198240000,90355.99,90499.99,90355.99,90499.99,16.64615
1764198300000,90499.99,90538.46,90489.42,90526.01,6.26951
1764198360000,90526.0,90526.01,90489.43,90489.44,14.83378
1764198420000,90489.43,90550.0,90476.53,90539.5,4.80532
1764198480000,90539.51,90539.51,90498.74,90510.0,11.41663
1764198540000,90510.0,90510.0,90464.47,90500.05,3.83508
1764198600000,90500.05,90550.0,90500.04,90539.31,7.79801
1764198660000,90539.31,90600.0,90530.46,90588.84,33.06143
1764198720000,90588.85,90588.85,90528.6,90528.61,4.9412
1764198780000,90528.61,90528.61,90495.27,90523.75,9.9662
1764198840000,90523.75,90534.53,90493.0,90512.61,8.57406
1764198900000,90512.62,90512.62,90450.11,90450.11,7.03181
1764198960000,90450.12,90486.0,90450.11,90478.66,5.06577
1764199020000,90478.67,90478.68,90429.93,90429.94,11.59514
1764199080000,90429.93,90481.64,90419.88,90464.18,11.32099
1764199140000,90464.18,90475.98,90400.1,90400.11,8.06602
1764199200000,90400.11,90436.54,90400.1,90427.99,5.55007
1764199260000,90427.99,90514.58,90427.99,90514.58,50.02002
1764199320000,90514.57,90514.57,90470.87,90491.81,12.48847
1764199380000,90491.82,90496.0,90479.85,90479.86,3.38826
1764199440000,90479.85,90503.74,90470.88,90490.67,4.7227
1764199500000,90490.67,90490.68,90416.85,90416.85,4.44945
1764199560000,90416.85,90418.82,90382.8,90382.82,6.24345
1764199620000,90382.82,90411.98,90370.14,90370.14,7.58814
1764199680000,90370.14,90383.55,90352.72,90352.73,6.14112
1764199740000,90352.72,90352.73,90335.46,90337.44,2.65556
1764199800000,90337.43,90346.01,90312.25,90346.0,5.28049
1764199860000,90346.01,90387.08,90331.23,90387.08,5.89984
1764199920000,90387.07,90399.0,90361.32,90363.47,4.59366
1764199980000,90363.46,90392.5,90363.46,90377.03,3.73641
1764200040000,90377.03,90386.47,90369.36,90369.36,2.26876
1764200100000,90369.36,90395.26,90350.7,90395.25,4.13595
1764200160000,90395.25,90395.26,90366.75,90366.76,2.86903
1764200220000,90366.75,90366.76,90331.6,90331.6,6.88606
1764200280000,90331.6,90356.0,90331.6,90356.0,2.89547
1764200340000,90355.99,90365.43,90355.99,90365.42,1.39644
1764200400000,90365.42,90399.0,90360.0,90399.0,4.22057
1764200460000,90398.99,90453.18,90398.99,90453.18,18.87874
1764200520000,90453.18,90453.19,90413.19,90413.19,2.71107
1764200580000,90413.2,90431.22,90399.0,90426.0,2.4076
1764200640000,90426.0,90426.0,90399.0,90417.22,2.23002
1764200700000,90417.22,90490.59,90408.51,90490.58,44.94922
1764200760000,90490.58,90490.59,90481.99,90486.08,14.32414
1764200820000,90486.07,90519.19,90486.07,90501.63,10.12299
1764200880000,90501.63,90568.96,90501.63,90550.0,10.06795
1764200940000,90550.01,90575.95,90550.0,90575.94,8.53361
1764201000000,90575.94,90575.95,90530.01,90530.01,26.94823
1764201060000,90530.02,90534.0,90500.0,90517.99,13.80222
1764201120000,90518.0,90565.75,90517.99,90549.87,4.79923
1764201180000,90549.88,90575.92,90546.36,90566.62,8.52683
1764201240000,90566.62,90566.62,90507.99,90512.74,23.44056
1764201300000,90512.75,90512.75,90500.0,90500.01,5.48035
1764201360000,90500.01,90506.65,90500.0,90504.85,2.01759
1764201420000,90504.85,90519.98,90504.84,90511.02,5.34341
1764201480000,90511.01,90518.01,90511.01,90518.01,2.59613
1764201540000,90518.01,90518.01,90484.01,90484.02,4.89522
1764201600000,90484.01,90494.56,90445.01,90494.55,20.63267
1764201660000,90494.56,90554.49,90448.24,90473.45,38.23441
1764201720000,90473.46,90478.9,90426.0,90453.6,19.11193
1764201780000,90453.61,90483.66,90442.47,90483.66,7.847
1764201840000,90483.65,90483.66,90408.51,90422.59,8.5997
1764201900000,90422.58,90422.58,90364.09,90373.39,6.38147
1764201960000,90373.4,90409.22,90368.08,90409.21,6.44465
1764202020000,90409.22,90423.08,90352.96,90352.97,8.1891
1764202080000,90352.96,90352.97,90312.24,90312.25,4.95766
1764202140000,90312.24,90312.25,90262.19,90268.32,20.57684
1764202200000,90268.32,90307.76,90220.63,90246.0,31.33771
1764202260000,90245.99,90306.0,90223.52,90296.97,62.35385
1764202320000,90296.97,90296.97,90235.88,90240.46,19.39382
1764202380000,90240.46,90240.46,90116.33,90207.81,52.93501
1764202440000,90207.81,90243.78,90176.7,90179.01,43.7267
1764202500000,90179.01,90185.48,90089.91,90148.73,54.42982
1764202560000,90148.73,90193.99,90148.52,90180.54,11.36165
1764202620000,90180.54,90180.54,90116.48,90149.84,19.34751
1764202680000,90149.85,90239.43,90149.84,90235.52,6.98485
1764202740000,90235.51,90249.04,90210.53,90249.03,15.9369
1764202800000,90249.03,90249.04,90194.9,90195.06,14.00524
1764202860000,90195.07,90208.79,90195.06,90208.77,4.72664
1764202920000,90208.78,90260.0,90208.77,90249.43,12.61284
1764202980000,90249.43,90256.0,90206.11,90212.61,10.67157
1764203040000,90212.61,90215.68,90170.25,90184.91,14.35626
1764203100000,90184.9,90268.01,90184.9,90224.37,15.86708
1764203160000,90224.37,90226.74,90199.6,90217.5,7.88493
1764203220000,90217.51,90220.0,90209.99,90219.98,2.96906
1764203280000,90219.99,90219.99,90204.41,90205.55,7.43751
1764203340000,90205.55,90247.73,90205.54,90218.01,13.23068
1764203400000,90218.01,90238.0,90216.89,90238.0,5.21899
1764203460000,90238.0,90238.0,90216.9,90230.3,8.12979
1764203520000,90230.31,90246.52,90230.3,90240.45,7.97183
1764203580000,90240.45,90251.7,90232.14,90251.69,4.92305
1764203640000,90251.7,90335.95,90245.38,90321.12,10.80389
1764203700000,90321.11,90321.12,90272.61,90296.76,4.47848
1764203760000,90296.77,90357.13,90296.76,90346.38,14.13818
1764203820000,90346.38,90366.0,90335.25,90335.26,23.78653
1764203880000,90335.27,90365.25,90318.08,90318.09,4.25048
1764203940000,90318.09,90318.09,90300.02,90317.11,3.0207
1764204000000,90317.1,90394.97,90317.1,90394.96,2.58261
1764204060000,90394.97,90394.97,90358.49,90361.51,7.93342
1764204120000,90361.51,90385.13,90361.5,90361.53,5.293
1764204180000,90361.53,90361.53,90332.3,90352.2,12.42508
1764204240000,90352.2,90368.8,90342.49,90361.67,7.02437
1764204300000,90361.68,90402.4,90361.67,90390.13,3.02102
1764204360000,90390.13,90433.99,90390.13,90405.27,2.42772
1764204420000,90405.27,90475.0,90352.0,90454.72,12.51405
1764204480000,90454.72,90579.01,90454.72,90536.03,46.86172
1764204540000,90536.02,90574.02,90508.43,90539.66,18.83204
1764204600000,90539.66,90597.32,90539.65,90587.11,6.86036
1764204660000,90587.11,90587.12,90480.0,90480.0,8.78227
1764204720000,90480.0,90480.01,90413.38,90413.39,9.58694
1764204780000,90413.38,90500.01,90413.38,90474.23,40.87036
1764204840000,90474.24,90508.0,90464.31,90507.99,3.34066
1764204900000,90508.0,90508.0,90484.36,90486.7,4.99916
1764204960000,90486.7,90540.0,90486.7,90531.99,4.39549
1764205020000,90532.0,90532.0,90499.82,90499.82,5.8915
1764205080000,90499.82,90499.83,90464.31,90464.31,3.97014
1764205140000,90464.31,90485.85,90464.31,90485.85,6.6847
1764205200000,90485.85,90485.85,90385.5,90407.53,7.89092
