timestamp,symbol,predicted_close,forecast_day,price_change,price_change_pct
2025-12-09 11:53:09.723685+00:00,RELIANCE.NS,1540.690002441406,1,-2.3099975585939774,-0.149708202112377
2025-12-10 11:53:09.723685+00:00,RELIANCE.NS,1538.380004882812,2,-4.619995117187955,-0.299416404224754
2025-12-11 11:53:09.723685+00:00,RELIANCE.NS,1536.070007324218,3,-6.929992675781932,-0.4491246063371311
2025-12-12 11:53:09.723685+00:00,RELIANCE.NS,1533.760009765624,4,-9.23999023437591,-0.598832808449508
2025-12-13 11:53:09.723685+00:00,RELIANCE.NS,1531.4500122070299,5,-11.549987792970114,-0.7485410105618998
2025-12-14 11:53:09.723685+00:00,RELIANCE.NS,1529.140014648436,6,-13.859985351564092,-0.8982492126742769
2025-12-15 11:53:09.723685+00:00,RELIANCE.NS,1526.830017089842,7,-16.16998291015807,-1.047957414786654
2025-12-09 11:53:10.167335+00:00,TCS.NS,3246.810009765625,1,10.310009765625182,0.31855429524564133
2025-12-10 11:53:10.167335+00:00,TCS.NS,3257.12001953125,2,20.62001953124991,0.6371085904912686
2025-12-11 11:53:10.167335+00:00,TCS.NS,3267.430029296875,3,30.93002929687509,0.95566288573691
2025-12-12 11:53:10.167335+00:00,TCS.NS,3277.7400390625,4,41.24003906249982,1.2742171809825371
2025-12-13 11:53:10.167335+00:00,TCS.NS,3288.050048828125,5,51.550048828125,1.5927714762281786
2025-12-14 11:53:10.167335+00:00,TCS.NS,3298.36005859375,6,61.86005859375018,1.91132577147382
2025-12-15 11:53:10.167335+00:00,TCS.NS,3308.670068359375,7,72.17006835937491,2.2298800667194474
2025-12-09 11:53:10.511574+00:00,HDFCBANK.NS,1003.19997558594,1,0.10000000000002274,0.009969096045646877
2025-12-10 11:53:10.511574+00:00,HDFCBANK.NS,1003.29997558594,2,0.20000000000004547,0.019938192091293754
2025-12-11 11:53:10.511574+00:00,HDFCBANK.NS,1003.39997558594,3,0.2999999999999545,0.0299072881369293
2025-12-12 11:53:10.511574+00:00,HDFCBANK.NS,1003.49997558594,4,0.39999999999997726,0.03987638418257618
2025-12-13 11:53:10.511574+00:00,HDFCBANK.NS,1003.59997558594,5,0.5,0.04984548022822305
2025-12-14 11:53:10.511574+00:00,HDFCBANK.NS,1003.69997558594,6,0.6000000000000227,0.059814576273869935
2025-12-15 11:53:10.511574+00:00,HDFCBANK.NS,1003.79997558594,7,0.7000000000000455,0.0697836723195168
2025-12-09 11:53:10.876276+00:00,INFY.NS,1616.15006510416,1,5.3500162760399235,0.33213410192855014
2025-12-10 11:53:10.876276+00:00,INFY.NS,1621.5000813802,2,10.700032552080074,0.6642682038571144
2025-12-11 11:53:10.876276+00:00,INFY.NS,1626.85009765624,3,16.050048828119998,0.9964023057856646
2025-12-12 11:53:10.876276+00:00,INFY.NS,1632.20011393228,4,21.40006510415992,1.3285364077142146
2025-12-13 11:53:10.876276+00:00,INFY.NS,1637.55013020832,5,26.750081380200072,1.660670509642779
2025-12-14 11:53:10.876276+00:00,INFY.NS,1642.90014648436,6,32.100097656239996,1.9928046115713292
2025-12-15 11:53:10.876276+00:00,INFY.NS,1648.2501627604,7,37.45011393227992,2.324938713499879
2025-12-09 11:53:11.314968+00:00,AAPL,278.7729980468751,1,-0.007000732421886369,-0.0025112032615469916
2025-12-10 11:53:11.314968+00:00,AAPL,278.76599731445316,2,-0.01400146484382958,-0.005022406523114373
2025-12-11 11:53:11.314968+00:00,AAPL,278.7589965820313,3,-0.02100219726571595,-0.007533609784661364
2025-12-12 11:53:11.314968+00:00,AAPL,278.7519958496094,4,-0.028002929687602318,-0.010044813046208356
2025-12-13 11:53:11.314968+00:00,AAPL,278.7449951171875,5,-0.03500366210948869,-0.012556016307755349
2025-12-14 11:53:11.314968+00:00,AAPL,278.73799438476556,6,-0.0420043945314319,-0.015067219569322728
2025-12-15 11:53:11.314968+00:00,AAPL,278.73099365234367,7,-0.04900512695331827,-0.01757842283086972
2025-12-09 11:53:11.691422+00:00,GOOG,322.3088853624136,1,0.21888902452258208,0.06795896395768679
2025-12-10 11:53:11.691422+00:00,GOOG,322.52777438693613,2,0.4377780490451073,0.13591792791535595
2025-12-11 11:53:11.691422+00:00,GOOG,322.7466634114587,3,0.6566670735676894,0.20387689187304275
2025-12-12 11:53:11.691422+00:00,GOOG,322.96555243598124,4,0.8755560980902146,0.2718358558307119
2025-12-13 11:53:11.691422+00:00,GOOG,323.1844414605038,5,1.0944451226127967,0.33979481978839865
2025-12-14 11:53:11.691422+00:00,GOOG,323.40333048502634,6,1.313334147135322,0.4077537837460678
2025-12-15 11:53:11.691422+00:00,GOOG,323.6222195095489,7,1.532223171657904,0.47571274770375466
